,Age,Attrition,Department,DistanceFromHome,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,WorkMeanTime,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance
3271,29,Yes,Sales,2,1,3272,Female,4,Research Scientist,Married,106500,13,8,2,1.0,2,1,0,0,0 days 10:37:23.561702127,4,3,2.0,1.0,3.0
3272,33,No,Research & Development,3,1,3273,Male,4,Manufacturing Director,Married,59020,12,8,1,14.0,2,13,3,7,0 days 07:00:51.974137931,3,3,3.0,3.0,4.0
3273,33,Yes,Research & Development,23,1,3274,Male,1,Human Resources,Single,86390,16,8,2,6.0,3,3,0,2,0 days 07:55:50.979508196,2,3,1.0,1.0,3.0
3274,47,No,Research & Development,6,1,3275,Male,2,Manager,Married,63470,14,8,0,26.0,2,26,3,0,0 days 09:30:13.447698744,4,3,3.0,4.0,2.0
3275,36,No,Sales,6,1,3276,Female,2,Sales Executive,Married,42000,22,8,0,10.0,3,9,0,5,0 days 07:39:13.666666666,3,4,3.0,2.0,3.0
3276,29,No,Research & Development,10,1,3277,Male,1,Research Scientist,Married,34520,11,8,0,10.0,3,10,0,7,0 days 07:38:59.731601731,2,3,3.0,3.0,3.0
3277,58,Yes,Research & Development,24,1,3278,Female,2,Research Scientist,Single,43170,17,8,0,40.0,2,31,13,8,0 days 08:53:16.665236051,3,3,4.0,2.0,3.0
3278,35,No,Sales,10,1,3279,Female,1,Research Scientist,Single,26320,13,8,3,7.0,3,2,2,2,0 days 07:45:29.486956521,4,3,4.0,3.0,3.0
3279,42,No,Sales,15,1,3280,Male,2,Laboratory Technician,Married,46680,18,8,2,8.0,2,4,0,2,0 days 10:27:55.016597510,3,3,4.0,4.0,3.0
3280,28,Yes,Research & Development,19,1,3281,Female,2,Sales Executive,Single,32040,16,8,1,5.0,4,2,2,1,0 days 06:13:25.628099173,2,3,3.0,3.0,2.0
3281,36,No,Research & Development,2,1,3282,Male,2,Healthcare Representative,Married,27200,14,8,1,8.0,3,5,0,4,0 days 06:33:49.355102040,3,3,3.0,2.0,3.0
3282,32,No,Research & Development,3,1,3283,Male,2,Manufacturing Director,Married,171810,14,8,0,14.0,2,14,6,8,0 days 07:57:45.261603375,2,3,3.0,3.0,3.0
3283,40,No,Sales,9,1,3284,Male,3,Manufacturing Director,Single,22380,14,8,0,10.0,3,1,0,0,0 days 06:52:32.214285714,3,3,1.0,3.0,3.0
3284,30,No,Research & Development,7,1,3285,Male,2,Research Director,Single,14830,13,8,0,12.0,3,0,0,0,0 days 09:19:53.629166666,3,3,3.0,4.0,2.0
3285,45,No,Research & Development,10,1,3286,Male,1,Research Director,Single,56050,12,8,2,1.0,2,1,0,0,0 days 06:34:17.553719008,3,3,2.0,3.0,3.0
3286,42,No,Research & Development,20,1,3287,Male,2,Sales Representative,Married,72950,15,8,0,10.0,3,9,7,8,0 days 07:34:54.234042553,3,3,2.0,2.0,2.0
3287,38,No,Sales,4,1,3288,Male,2,Research Scientist,Divorced,23060,19,8,1,13.0,5,4,1,2,0 days 07:33:06.832635983,3,3,1.0,1.0,2.0
3288,34,No,Research & Development,7,1,3289,Male,3,Laboratory Technician,Single,23480,14,8,1,6.0,3,5,1,3,0 days 06:52:17.909465020,3,3,3.0,4.0,3.0
3289,49,Yes,Sales,7,1,3290,Female,2,Healthcare Representative,Married,89980,14,8,2,9.0,2,9,7,7,0 days 06:15:28.851528384,4,3,3.0,4.0,4.0
3290,55,Yes,Human Resources,16,1,3291,Male,4,Manufacturing Director,Single,43190,11,8,0,12.0,3,9,7,3,0 days 06:21:01.328947368,4,3,3.0,4.0,2.0
3291,43,No,Research & Development,25,1,3292,Male,2,Healthcare Representative,Married,61320,13,8,0,22.0,3,4,1,0,0 days 07:16:05.959016393,2,3,2.0,1.0,3.0
3292,27,No,Sales,2,1,3293,Male,2,Manager,Divorced,33460,21,8,1,9.0,2,9,0,8,0 days 10:26:23.261802575,2,4,3.0,4.0,3.0
3293,35,No,Research & Development,1,1,3294,Male,1,Research Director,Single,108550,13,8,1,17.0,2,8,1,6,0 days 06:58:39.426724137,3,3,3.0,3.0,4.0
3294,28,No,Sales,1,1,3295,Female,1,Sales Executive,Married,22310,12,8,0,8.0,3,8,7,5,0 days 09:51:23.077586206,2,3,2.0,2.0,3.0
3295,34,No,Sales,2,1,3296,Male,4,Research Scientist,Married,23230,17,8,0,4.0,2,3,0,2,0 days 06:50:53.793991416,3,3,3.0,3.0,1.0
3296,26,Yes,Research & Development,22,1,3297,Female,1,Sales Executive,Married,20240,23,8,0,8.0,2,8,1,7,0 days 07:59:24.245689655,3,4,3.0,3.0,3.0
3297,27,No,Sales,1,1,3298,Female,1,Sales Executive,Married,27130,11,8,0,0.0,2,0,0,0,0 days 07:16:06.339055793,3,3,4.0,4.0,2.0
3298,51,No,Sales,16,1,3299,Male,3,Research Scientist,Married,94390,15,8,3,29.0,0,20,4,17,0 days 06:05:05.478991596,3,3,1.0,3.0,2.0
3299,44,No,Sales,24,1,3300,Female,1,Sales Executive,Single,25660,11,8,1,10.0,3,5,2,3,0 days 06:15:41.864406779,3,3,4.0,2.0,2.0
3300,25,No,Research & Development,17,1,3301,Male,1,Laboratory Technician,Single,199260,11,8,3,6.0,5,4,0,1,0 days 06:22:18.411764705,4,3,1.0,1.0,2.0
3301,33,No,Research & Development,8,1,3302,Male,3,Laboratory Technician,Divorced,24510,13,8,1,9.0,3,9,0,8,0 days 05:58:00.745762711,2,3,1.0,1.0,3.0
3302,35,No,Sales,6,1,3303,Female,2,Manager,Single,94190,24,8,1,6.0,5,6,1,1,0 days 06:53:08.432900432,2,4,3.0,1.0,2.0
3303,36,No,Sales,10,1,3304,Male,3,Manager,Married,86860,13,8,0,18.0,2,18,4,11,0 days 09:38:58.055319148,3,3,2.0,4.0,2.0
3304,32,No,Research & Development,3,1,3305,Female,4,Sales Executive,Divorced,30380,20,8,0,8.0,3,5,0,3,0 days 07:47:42.590909090,3,4,2.0,4.0,2.0
3305,30,No,Research & Development,4,1,3306,Male,5,Sales Representative,Divorced,30580,14,8,1,10.0,2,5,0,3,0 days 06:22:20.626086956,3,3,2.0,4.0,2.0
3306,53,No,Sales,6,1,3307,Male,4,Sales Executive,Married,23250,18,8,1,35.0,1,5,0,4,0 days 10:22:18.786290322,4,3,1.0,4.0,3.0
3307,45,No,Research & Development,1,1,3308,Male,2,Healthcare Representative,Divorced,20880,15,8,3,18.0,2,5,0,2,0 days 08:27:57.551867219,3,3,4.0,1.0,3.0
3308,32,No,Sales,10,1,3309,Female,1,Human Resources,Married,30720,12,8,0,9.0,4,5,1,3,0 days 06:34:06.585903083,1,3,3.0,3.0,2.0
3309,52,No,Research & Development,1,1,3310,Male,2,Laboratory Technician,Married,50060,16,8,1,31.0,2,9,0,0,0 days 07:33:18.898734177,3,3,3.0,4.0,3.0
3310,37,No,Sales,24,1,3311,Female,4,Laboratory Technician,Divorced,42570,15,8,0,9.0,2,1,0,0,0 days 06:03:17.634042553,3,3,4.0,3.0,3.0
3311,28,No,Research & Development,21,1,3312,Female,1,Healthcare Representative,Divorced,25000,16,8,2,6.0,3,5,0,4,0 days 06:18:58.611353711,3,3,2.0,4.0,3.0
3312,22,No,Research & Development,2,1,3313,Male,1,Sales Representative,Married,11020,19,8,0,4.0,3,2,2,2,0 days 06:29:36.832653061,2,3,4.0,4.0,1.0
3313,44,No,Research & Development,22,1,3314,Female,1,Laboratory Technician,Married,104530,11,8,1,10.0,2,3,0,2,0 days 10:55:29.758064516,3,3,1.0,4.0,2.0
3314,42,No,Sales,13,1,3315,Female,2,Laboratory Technician,Single,22880,16,8,1,8.0,4,2,2,2,0 days 07:57:53.508264462,2,3,2.0,4.0,3.0
3315,36,No,Research & Development,14,1,3316,Male,2,Research Scientist,Married,39290,24,8,0,6.0,6,5,0,3,0 days 07:35:44.531380753,2,4,1.0,1.0,3.0
3316,25,No,Sales,11,1,3317,Female,1,Laboratory Technician,Married,23110,11,8,1,5.0,2,5,0,3,0 days 10:21:52.040650406,3,3,3.0,1.0,3.0
3317,35,No,Research & Development,9,1,3318,Female,1,Healthcare Representative,Married,31400,13,8,1,17.0,2,17,5,15,0 days 08:44:59.836820083,2,3,4.0,3.0,3.0
3318,35,Yes,Sales,8,1,3319,Female,1,Laboratory Technician,Divorced,36900,13,8,1,10.0,2,10,7,8,0 days 09:55:16.237704918,4,3,4.0,2.0,2.0
3319,32,No,Research & Development,21,1,3320,Male,1,Sales Executive,Divorced,44500,13,8,0,4.0,3,3,0,2,0 days 07:51:25.860759493,3,3,4.0,4.0,3.0
3320,25,No,Sales,5,1,3321,Female,4,Research Scientist,Married,27560,12,8,2,5.0,2,5,0,3,0 days 07:46:25.397379912,3,3,3.0,1.0,4.0
3321,49,No,Sales,9,1,3322,Female,2,Sales Representative,Married,190330,18,8,1,7.0,5,4,0,2,0 days 07:27:24.575107296,3,3,3.0,1.0,3.0
3322,24,No,Research & Development,2,1,3323,Male,2,Healthcare Representative,Married,187220,22,8,1,6.0,3,5,3,4,0 days 07:33:12.221739130,3,4,1.0,4.0,2.0
3323,32,No,Research & Development,12,1,3324,Male,1,Research Scientist,Married,95470,13,8,1,10.0,3,10,5,3,0 days 06:47:39.497959183,2,3,2.0,2.0,3.0
3324,38,No,Sales,22,1,3325,Male,1,Sales Executive,Married,137340,13,8,0,3.0,3,2,1,2,0 days 06:58:34.552301255,4,3,2.0,2.0,3.0
3325,42,No,Research & Development,18,1,3326,Female,2,Research Scientist,Married,199990,23,8,1,17.0,6,5,1,3,0 days 09:34:18.443478260,3,4,3.0,4.0,2.0
3326,31,No,Research & Development,16,1,3327,Female,3,Sales Executive,Married,22790,12,8,1,8.0,3,6,0,2,0 days 10:03:14.307692307,3,3,4.0,4.0,3.0
3327,29,Yes,Sales,3,1,3328,Male,3,Laboratory Technician,Divorced,59160,12,8,0,5.0,2,3,0,2,0 days 09:20:11.817796610,3,3,2.0,3.0,3.0
3328,53,No,Research & Development,9,1,3329,Male,1,Sales Representative,Married,20890,16,8,0,28.0,2,2,2,2,0 days 06:21:45.283261802,2,3,1.0,4.0,3.0
3329,35,No,Research & Development,1,1,3330,Male,3,Healthcare Representative,Married,167920,12,8,1,16.0,3,13,4,8,0 days 07:02:39.881856540,4,3,4.0,2.0,3.0
3330,37,No,Research & Development,13,1,3331,Female,3,Human Resources,Married,35640,11,8,0,10.0,1,5,0,0,0 days 07:20:25.504098360,1,3,3.0,4.0,3.0
3331,53,No,Research & Development,1,1,3332,Male,1,Sales Executive,Single,44250,22,8,1,33.0,2,12,3,8,0 days 06:40:21.929166666,4,4,4.0,4.0,3.0
3332,43,No,Research & Development,1,1,3333,Male,1,Laboratory Technician,Married,52650,11,8,1,12.0,4,5,2,2,0 days 07:35:25.039130434,3,3,4.0,4.0,2.0
3333,47,No,Sales,15,1,3334,Female,3,Research Director,Married,65530,15,8,0,8.0,2,7,7,7,0 days 10:38:25.966942148,3,3,3.0,4.0,3.0
3334,37,No,Research & Development,1,1,3335,Female,2,Research Scientist,Single,62610,12,8,0,10.0,1,10,0,9,0 days 08:19:02.008264462,3,3,1.0,2.0,3.0
3335,50,No,Research & Development,17,1,3336,Female,1,Laboratory Technician,Divorced,42980,20,8,1,31.0,6,31,14,7,0 days 06:36:16.311203319,3,4,1.0,1.0,3.0
3336,39,No,Research & Development,1,1,3337,Female,3,Human Resources,Married,68040,14,8,1,13.0,3,5,0,4,0 days 06:53:01.176724137,2,3,4.0,4.0,3.0
3337,33,No,Sales,7,1,3338,Male,2,Manufacturing Director,Divorced,38150,11,8,1,7.0,3,4,0,3,0 days 09:21:49.205020920,3,3,4.0,2.0,4.0
3338,32,Yes,Research & Development,9,1,3339,Female,1,Laboratory Technician,Single,27410,15,8,1,1.0,5,1,0,1,0 days 09:57:59.222672064,2,3,1.0,4.0,1.0
3339,29,No,Research & Development,5,1,3340,Female,4,Healthcare Representative,Divorced,66730,12,8,1,8.0,2,4,0,3,0 days 06:21:42.176954732,4,3,1.0,4.0,3.0
3340,44,No,Research & Development,26,1,3341,Male,2,Manufacturing Director,Married,76390,14,8,0,8.0,6,8,7,1,0 days 09:44:27.360869565,3,3,2.0,1.0,3.0
3341,28,No,Sales,24,1,3342,Female,1,Research Scientist,Single,23280,11,8,2,4.0,3,4,0,2,0 days 06:22:03.121212121,3,3,1.0,4.0,3.0
3342,58,Yes,Sales,9,1,3343,Male,1,Sales Executive,Divorced,21530,11,8,0,3.0,3,1,0,0,0 days 10:25:43.844262295,3,3,4.0,4.0,2.0
3343,43,No,Sales,7,1,3344,Male,2,Sales Executive,Divorced,48760,16,8,2,4.0,4,1,0,0,0 days 06:34:09.369098712,3,3,1.0,2.0,4.0
3344,20,Yes,Research & Development,11,1,3345,Male,2,Sales Executive,Single,93960,12,8,0,2.0,6,2,0,2,0 days 07:03:24.076923076,1,3,3.0,3.0,2.0
3345,21,Yes,Research & Development,1,1,3346,Male,2,Sales Executive,Single,104000,13,8,1,1.0,2,1,0,0,0 days 07:51:32.764462809,3,3,4.0,4.0,2.0
3346,36,No,Research & Development,26,1,3347,Male,1,Laboratory Technician,Married,84740,14,8,0,17.0,3,16,4,11,0 days 10:17:18.701612903,3,3,3.0,4.0,2.0
3347,47,No,Research & Development,2,1,3348,Male,2,Manufacturing Director,Single,99810,21,8,1,3.0,3,3,1,2,0 days 08:27:55.922131147,3,4,4.0,4.0,2.0
3348,22,Yes,Research & Development,15,1,3349,Female,1,Laboratory Technician,Married,124900,13,8,0,4.0,3,3,0,2,0 days 09:45:31.551724137,3,3,2.0,3.0,4.0
3349,41,Yes,Research & Development,23,1,3350,Female,2,Sales Executive,Divorced,26570,11,8,0,10.0,3,7,1,0,0 days 10:21:26.893617021,4,3,2.0,4.0,2.0
3350,28,No,Research & Development,10,1,3351,Female,3,Manager,Divorced,135910,20,8,1,6.0,2,2,2,2,0 days 07:40:17.218487394,3,4,3.0,3.0,3.0
3351,39,Yes,Research & Development,10,1,3352,Female,4,Human Resources,Married,66960,11,8,0,8.0,3,2,2,2,0 days 10:39:45.046808510,3,3,4.0,1.0,1.0
3352,27,No,Research & Development,1,1,3353,Male,1,Research Scientist,Single,20580,14,8,1,1.0,5,1,0,0,0 days 07:40:38.800847457,3,3,2.0,3.0,3.0
3353,34,No,Research & Development,12,1,3354,Male,2,Human Resources,Divorced,88650,11,8,1,1.0,0,1,1,0,0 days 07:39:44.577235772,3,3,2.0,2.0,3.0
3354,42,No,Sales,11,1,3355,Male,2,Human Resources,Single,59400,16,8,0,10.0,2,5,0,3,0 days 06:53:37.079295154,2,3,3.0,3.0,3.0
3355,33,No,Sales,2,1,3356,Female,1,Sales Executive,Single,59140,16,8,1,6.0,4,3,0,2,0 days 10:30:41.603375527,3,3,3.0,1.0,3.0
3356,58,No,Research & Development,2,1,3357,Male,1,Research Scientist,Divorced,26220,23,8,0,24.0,3,6,0,4,0 days 08:17:44.928571428,3,4,3.0,2.0,3.0
3357,31,No,Sales,1,1,3358,Female,1,Sales Representative,Married,121850,14,8,0,13.0,2,7,5,2,0 days 06:03:14.247933884,3,3,2.0,3.0,4.0
3358,35,No,Research & Development,2,1,3359,Male,3,Healthcare Representative,Married,106090,22,8,0,10.0,3,10,0,7,0 days 10:20:46.695833333,3,4,4.0,4.0,1.0
3359,49,No,Research & Development,25,1,3360,Female,2,Sales Executive,Married,43450,15,8,0,29.0,3,26,1,7,0 days 06:58:33.185185185,2,3,1.0,2.0,2.0
3360,48,No,Research & Development,1,1,3361,Male,1,Research Scientist,Married,21770,18,8,0,13.0,4,0,0,0,0 days 06:41:35.025104602,3,3,4.0,3.0,2.0
3361,31,No,Research & Development,1,1,3362,Female,2,Sales Executive,Married,27930,16,8,0,9.0,4,9,0,0,0 days 07:01:44.717948717,3,3,4.0,3.0,2.0
3362,36,No,Human Resources,2,1,3363,Male,1,Sales Executive,Single,79180,12,8,2,8.0,3,6,0,1,0 days 06:28:55.744588744,2,3,2.0,4.0,3.0
3363,38,No,Sales,6,1,3364,Male,2,Sales Executive,Married,87890,11,8,3,15.0,4,15,5,11,0 days 07:03:14.655172413,3,3,4.0,1.0,3.0
3364,32,No,Sales,18,1,3365,Male,1,Laboratory Technician,Married,23890,12,8,1,5.0,4,3,0,2,0 days 07:02:32.110655737,2,3,3.0,2.0,3.0
3365,25,Yes,Research & Development,1,1,3366,Male,1,Sales Executive,Married,32120,15,8,1,1.0,3,1,0,0,0 days 08:49:52.632231404,2,3,3.0,2.0,3.0
3366,40,No,Research & Development,1,1,3367,Male,2,Research Scientist,Divorced,192320,14,8,1,11.0,3,1,0,0,0 days 06:05:10.370689655,3,3,1.0,2.0,2.0
3367,26,No,Sales,11,1,3368,Male,2,Healthcare Representative,Single,22670,19,8,3,7.0,2,7,0,7,0 days 07:33:03.731707317,2,3,3.0,1.0,3.0
3368,41,No,Research & Development,1,1,3369,Male,1,Research Scientist,Single,195170,13,8,0,20.0,5,18,2,17,0 days 10:36:31.720164609,3,3,4.0,1.0,3.0
3369,36,No,Research & Development,9,1,3370,Female,2,Healthcare Representative,Single,24360,13,8,0,16.0,3,11,3,9,0 days 07:04:06.016460905,1,3,3.0,3.0,3.0
3370,19,Yes,Research & Development,15,1,3371,Male,2,Research Scientist,Single,160640,15,8,1,1.0,3,1,0,0,0 days 10:34:33.853061224,3,3,4.0,2.0,4.0
3371,20,Yes,Research & Development,29,1,3372,Female,3,Laboratory Technician,Single,27070,11,8,0,1.0,2,1,0,0,0 days 06:03:56.310924369,3,3,1.0,1.0,3.0
3372,31,No,Research & Development,1,1,3373,Male,4,Research Director,Married,190680,12,8,0,10.0,1,9,8,5,0 days 08:15:55.257641921,3,3,4.0,4.0,1.0
3373,40,No,Sales,1,1,3374,Male,1,Research Scientist,Divorced,39310,19,8,0,3.0,2,1,0,0,0 days 08:03:48.356846473,2,3,4.0,2.0,3.0
3374,32,No,Research & Development,24,1,3375,Male,4,Laboratory Technician,Married,37300,25,8,1,8.0,4,8,6,3,0 days 07:52:50.821576763,3,4,3.0,1.0,4.0
3375,36,Yes,Research & Development,10,1,3376,Male,3,Sales Executive,Married,22320,12,8,1,16.0,2,16,3,7,0 days 09:45:37.495901639,3,3,3.0,4.0,3.0
3376,33,No,Research & Development,1,1,3377,Female,4,Manufacturing Director,Single,44650,13,8,0,6.0,3,5,1,4,0 days 05:59:32.855967078,3,3,2.0,4.0,3.0
3377,37,Yes,Sales,10,1,3378,Female,3,Human Resources,Married,30720,14,8,0,17.0,3,14,11,7,0 days 06:18:11.179487179,2,3,1.0,3.0,1.0
3378,45,No,Research & Development,8,1,3379,Male,2,Sales Executive,Married,33190,12,8,1,9.0,3,9,0,8,0 days 06:17:44.634042553,3,3,3.0,2.0,2.0
3379,29,No,Research & Development,29,1,3380,Male,1,Sales Representative,Married,192020,12,8,0,3.0,5,3,0,2,0 days 07:34:16.536885245,3,3,3.0,4.0,3.0
3380,35,No,Human Resources,1,1,3381,Male,3,Laboratory Technician,Married,136750,15,8,3,5.0,5,5,1,0,0 days 06:21:01.978260869,2,3,3.0,3.0,3.0
3381,52,No,Research & Development,5,1,3382,Male,1,Laboratory Technician,Married,29110,17,8,2,26.0,3,9,7,8,0 days 06:56:52.321585903,3,3,4.0,4.0,2.0
3382,58,Yes,Sales,9,1,3383,Female,4,Sales Executive,Single,59570,14,8,1,7.0,2,1,0,0,0 days 07:26:15.290043290,1,3,4.0,3.0,3.0
3383,53,No,Research & Development,9,1,3384,Male,1,Manager,Divorced,39200,16,8,1,22.0,3,17,15,2,0 days 06:29:40,3,3,3.0,3.0,4.0
3384,30,No,Sales,3,1,3385,Male,1,Sales Executive,Divorced,64340,14,8,1,10.0,3,8,7,7,0 days 07:58:14.577586206,2,3,3.0,3.0,4.0
3385,38,No,Sales,4,1,3386,Male,2,Research Director,Single,100480,23,8,1,6.0,2,5,1,3,0 days 08:02:54.128205128,3,4,3.0,4.0,3.0
3386,35,No,Sales,1,1,3387,Female,2,Healthcare Representative,Divorced,109380,14,8,2,12.0,2,10,0,8,0 days 07:18:16.735294117,1,3,4.0,4.0,3.0
3387,39,No,Sales,1,1,3388,Male,2,Research Scientist,Single,23400,11,8,1,9.0,2,8,0,7,0 days 06:28:21.662337662,2,3,3.0,3.0,3.0
3388,40,Yes,Research & Development,2,1,3389,Male,1,Human Resources,Single,65450,15,8,0,22.0,2,1,0,0,0 days 09:28:16.248962655,3,3,2.0,2.0,2.0
3389,47,No,Research & Development,7,1,3390,Male,3,Sales Executive,Divorced,69310,11,8,0,20.0,3,19,2,7,0 days 10:02:17.081300813,3,3,3.0,3.0,4.0
3390,36,No,Sales,28,1,3391,Male,2,Research Scientist,Divorced,48980,13,8,1,12.0,3,7,0,7,0 days 06:47:44.524017467,3,3,1.0,4.0,3.0
3391,31,Yes,Research & Development,28,1,3392,Male,2,Research Scientist,Single,25930,21,8,0,4.0,2,3,1,2,0 days 08:09:50.406504065,3,4,3.0,1.0,3.0
3392,33,No,Sales,15,1,3393,Male,4,Research Director,Single,194360,19,8,2,10.0,4,10,6,0,0 days 07:50:57.008547008,3,3,4.0,3.0,3.0
3393,29,Yes,Human Resources,3,1,3394,Male,1,Sales Executive,Single,27230,11,8,1,3.0,2,0,0,0,0 days 10:16:55.237500,2,3,4.0,1.0,3.0
3394,33,No,Research & Development,2,1,3395,Male,2,Laboratory Technician,Single,34790,12,8,0,5.0,3,3,0,2,0 days 07:26:56.960869565,3,3,2.0,4.0,3.0
3395,45,No,Research & Development,26,1,3396,Female,3,Healthcare Representative,Divorced,27940,19,8,1,8.0,2,5,0,2,0 days 06:58:55.571428571,3,3,4.0,4.0,3.0
3396,50,No,Sales,10,1,3397,Female,1,Manufacturing Director,Divorced,52490,21,8,2,32.0,2,5,1,3,0 days 07:21:25.115702479,2,4,4.0,4.0,2.0
3397,33,No,Sales,1,1,3398,Male,2,Human Resources,Married,21760,14,8,1,6.0,2,6,1,2,0 days 08:56:31.226890756,2,3,3.0,2.0,3.0
3398,41,No,Sales,11,1,3399,Male,1,Laboratory Technician,Divorced,168720,15,8,1,21.0,2,18,0,11,0 days 07:49:56.680327868,3,3,1.0,3.0,4.0
3399,27,No,Research & Development,20,1,3400,Male,2,Manufacturing Director,Married,34850,17,8,2,4.0,2,2,2,2,0 days 07:04:11.282786885,3,3,3.0,2.0,3.0
3400,45,No,Sales,2,1,3401,Female,1,Sales Executive,Married,66440,12,8,0,9.0,3,9,0,8,0 days 08:40:15.193415637,4,3,4.0,1.0,3.0
3401,47,No,Sales,18,1,3402,Female,2,Research Scientist,Single,55820,16,8,0,9.0,3,9,0,7,0 days 07:58:38.053719008,3,3,4.0,4.0,3.0
3402,30,Yes,Sales,2,1,3403,Male,2,Healthcare Representative,Married,40000,12,8,0,7.0,5,5,0,1,0 days 10:26:47.812765957,2,3,1.0,3.0,3.0
3403,50,No,Research & Development,1,1,3404,Female,2,Sales Executive,Married,134960,18,8,1,22.0,3,12,1,5,0 days 09:26:49.602564102,3,3,4.0,3.0,3.0
3404,38,No,Research & Development,13,1,3405,Male,1,Manufacturing Director,Married,32100,17,8,2,3.0,5,2,0,2,0 days 07:39:08.760683760,2,3,3.0,3.0,2.0
3405,46,No,Research & Development,28,1,3406,Female,3,Human Resources,Divorced,190450,11,8,3,13.0,2,8,0,7,0 days 06:53:34.419753086,3,3,4.0,3.0,3.0
3406,24,No,Sales,28,1,3407,Female,1,Healthcare Representative,Divorced,118490,16,8,1,5.0,3,4,3,2,0 days 06:33:27.370689655,3,3,4.0,3.0,3.0
3407,35,Yes,Sales,24,1,3408,Male,3,Healthcare Representative,Divorced,20700,13,8,3,5.0,1,4,0,2,0 days 09:16:56.554166666,2,3,3.0,2.0,1.0
3408,31,No,Research & Development,5,1,3409,Male,2,Sales Executive,Married,65020,12,8,0,4.0,3,4,0,3,0 days 06:16:59.061983471,3,3,3.0,1.0,3.0
3409,18,No,Sales,5,1,3410,Male,2,Manager,Single,32300,12,8,1,0.0,3,0,0,0,0 days 06:17:56.504201680,3,3,2.0,4.0,3.0
3410,54,No,Sales,23,1,3411,Female,1,Laboratory Technician,Married,136030,13,8,1,22.0,2,10,0,8,0 days 06:34:14.947368421,3,3,3.0,3.0,3.0
3411,35,No,Research & Development,6,1,3412,Female,1,Manufacturing Director,Divorced,119960,19,8,2,16.0,3,16,10,1,0 days 09:33:27.715517241,3,3,3.0,3.0,2.0
3412,30,No,Research & Development,4,1,3413,Female,5,Healthcare Representative,Married,56050,12,8,1,9.0,0,8,1,7,0 days 10:04:39.118143459,2,3,2.0,1.0,2.0
3413,20,Yes,Research & Development,2,1,3414,Female,2,Research Scientist,Single,63970,17,8,1,1.0,3,1,0,0,0 days 08:16:56.643776824,3,3,4.0,1.0,3.0
3414,30,Yes,Research & Development,8,1,3415,Male,1,Sales Executive,Single,191440,11,8,0,4.0,3,3,1,2,0 days 07:33:20.636734693,3,3,2.0,2.0,3.0
3415,26,No,Sales,1,1,3416,Female,2,Research Scientist,Married,175840,20,8,0,8.0,2,8,1,3,0 days 07:52:03.193415637,3,4,4.0,4.0,3.0
3416,22,No,Research & Development,8,1,3417,Male,2,Sales Representative,Married,49070,21,8,1,4.0,2,4,1,1,0 days 07:16:51.600823045,3,4,2.0,1.0,2.0
3417,48,No,Human Resources,2,1,3418,Male,2,Sales Executive,Single,45540,11,8,2,19.0,3,2,2,2,0 days 07:59:15.508196721,3,3,1.0,3.0,3.0
3418,48,No,Sales,3,1,3419,Male,1,Research Director,Single,54150,11,8,1,27.0,1,15,4,8,0 days 06:27:59.876651982,3,3,3.0,3.0,3.0
3419,41,No,Research & Development,2,1,3420,Male,2,Research Scientist,Single,47410,16,8,0,8.0,3,2,2,1,0 days 06:52:52.737288135,3,3,4.0,3.0,3.0
3420,39,No,Sales,2,1,3421,Male,3,Human Resources,Married,21150,18,8,0,21.0,3,21,11,8,0 days 07:06:40.982608695,4,3,4.0,4.0,3.0
3421,27,No,Research & Development,3,1,3422,Male,2,Human Resources,Married,31610,13,8,2,4.0,0,3,2,2,0 days 07:16:31.519650655,3,3,1.0,4.0,3.0
3422,35,No,Sales,24,1,3423,Male,5,Sales Executive,Divorced,57450,17,8,3,3.0,4,3,1,2,0 days 06:50:49.720833333,3,3,2.0,4.0,2.0
3423,42,No,Research & Development,23,1,3424,Male,1,Research Scientist,Married,23730,14,8,1,21.0,3,1,0,0,0 days 07:58:36.660944206,4,3,4.0,3.0,4.0
3424,50,No,Sales,27,1,3425,Male,2,Sales Executive,Married,33100,22,8,1,8.0,3,1,0,0,0 days 06:12:20.856540084,4,4,1.0,4.0,3.0
3425,59,No,Research & Development,16,1,3426,Female,5,Laboratory Technician,Single,186650,12,8,0,30.0,3,5,4,3,0 days 10:04:40.114893617,2,3,3.0,4.0,3.0
3426,37,Yes,Sales,15,1,3427,Male,2,Laboratory Technician,Married,44850,11,8,1,15.0,2,1,0,0,0 days 06:34:11.138528138,4,3,1.0,2.0,1.0
3427,55,No,Research & Development,26,1,3428,Female,2,Sales Executive,Married,27890,13,8,1,17.0,2,8,6,7,0 days 08:33:37.983050847,2,3,3.0,2.0,3.0
3428,41,No,Research & Development,19,1,3429,Male,2,Research Scientist,Divorced,58280,13,8,0,21.0,0,21,5,10,0 days 06:16:33.864978902,3,3,2.0,3.0,3.0
3429,38,No,Research & Development,24,1,3430,Female,1,Laboratory Technician,Single,23260,14,8,0,19.0,3,1,0,0,0 days 08:22:14.351694915,4,3,2.0,4.0,3.0
